id;name;article_A1;article_A2;article_A3;article_A4;article_B1;article_B2;article_B3;article_B4;guidance_d_c;guidance_m_c;patent;software;first_doc
1740;Paulo de Assis de Almeida Guerreiro;0;0;0;0;0;0;0;0;0;9;0;0;2003
1741;Irlena Moreira Lopes De Sousa;0;0;0;0;0;0;0;0;0;0;0;0;0
1742;Mateus Santana Do Rosário;2;2;0;0;1;0;0;0;0;0;0;0;0
1743;Osni Oliveira Noberto da Silva;0;7;9;6;10;5;1;2;0;5;0;0;2020
1744;Márcio Santos Sampaio;0;0;0;1;0;0;0;0;0;0;1;0;2023
1745;Augusto César Machado Moutinho;0;0;0;0;0;0;0;0;0;0;0;0;0
1746;Agnete Troelsen Pereira Nascimento;1;0;0;0;0;2;3;0;0;0;0;0;0
1747;Patricia Dos Santos Nascimento;1;1;1;3;0;2;0;0;0;0;0;0;2013
1748;Lídia Nunes Cunha;0;0;0;0;0;0;0;0;0;0;0;0;0
1749;Ada Mônica Santos Brito;0;0;0;0;0;0;0;0;0;0;0;0;0
1750;Sandra Dutra Cabral Portella;0;1;0;0;0;0;0;0;0;0;0;0;0
1751;Emanuel Do Rosário Santos Nonato;1;2;0;1;0;0;0;0;2;3;0;0;2013
1752;Rogério Luid Modesto Dos Santos;0;1;4;3;1;2;0;0;0;3;0;0;2018
1753;Zilda Fátima Da Silva Paim;0;0;0;0;0;0;0;0;0;0;0;0;0
1754;Egnaldo Barbosa Pellegrino;0;0;0;0;0;0;0;0;0;0;0;0;2002
1755;José Macêdo Leôncio;0;0;0;0;0;0;0;0;0;0;0;0;0
1756;Andréa da Rocha Rodrigues Pereira Barbosa;0;0;0;0;0;0;2;0;0;11;0;0;2007
1757;Ivon Pinheiro Lobo;2;3;3;0;1;1;0;0;0;5;2;0;2010
1758;Esbel Tomás Valero Orellana;0;0;0;0;0;0;2;0;0;8;0;1;2008
1759;Sônia Marise Rodrigues Pereira Tomasoni;0;0;0;0;0;0;0;0;0;0;0;0;2015
1760;Josefa Sônia Pereira da Fonseca;0;1;3;0;1;0;0;0;0;7;0;0;2007
1761;Rujane Mota Alves;0;0;0;0;1;0;0;0;0;0;0;0;2010
1762;Tarsila De Carvalho Freitas Ramos;1;0;0;0;0;0;1;0;0;0;0;0;2023
1763;Marcia Graci De Oliveira Matos;0;0;0;0;0;0;0;0;0;0;0;0;2016
1764;Rita Cristina Novaes Rios;0;0;0;0;0;0;0;0;0;0;0;0;0
1765;Gildaite Moura De Queiroz;0;0;0;0;0;0;0;0;0;0;0;0;0
1766;Jorge Augusto Beck Filho;0;0;0;0;1;0;0;0;0;0;0;0;2022
1767;Alcione Torres Ribeiro;0;0;0;0;0;0;0;0;0;0;0;0;0
1768;Ronaldo Lima Gomes;4;8;1;1;0;0;0;0;0;16;0;0;2001
1769;Adriana Castro Vieira Andrade;0;0;0;0;0;0;1;0;0;0;0;0;2014
1770;Tássia Nery Faustino;1;0;1;1;1;1;1;0;0;0;0;0;2022
1771;Angye Cássia Noia;0;0;0;0;0;0;0;0;0;0;0;0;2011
1772;William Soares Da Silva;0;0;0;0;0;0;0;0;0;0;0;0;0
1773;Vera Pacheco;2;2;7;3;1;3;4;0;1;34;0;0;2006
1774;Reinaldo De Andrade Sampaio;0;0;0;0;0;0;0;0;0;0;0;0;0
1775;Luis Carlos de Freitas;0;0;0;0;2;7;0;0;0;10;0;0;2008
1776;Ana Paula Amaral De Brito;0;0;1;0;1;0;2;0;0;0;0;0;2015
1777;Evandro Do Nascimento Silva;1;0;0;0;0;0;0;0;0;0;0;0;2006
1778;Andre Marcio Araujo Amorim;3;4;7;14;3;2;0;0;8;10;0;0;2003
1779;Américo Junior Nunes da Silva;1;4;3;5;19;13;9;1;0;2;0;0;2018
1780;Márcia Virgínia Pinto Bomfim;0;0;0;0;0;0;0;1;0;0;0;0;2015
1781;Rosilene Aparecida De Oliveira;1;0;1;1;1;3;1;1;1;9;0;0;1998
1782;Elisalva Teixeira Guimaraes;0;7;0;0;0;0;0;1;0;6;0;0;2010
1783;Antonio Carlos Sanches Cardoso;0;0;0;0;0;0;0;0;0;0;0;0;2011
1784;Maíra Tavares Mendes;2;0;0;3;1;1;0;0;0;1;0;0;2016
1785;Grégory Alves Dionor;1;1;1;1;0;0;1;0;0;0;0;0;2023
1786;Ana Cristina Rodrigues Mendes;0;0;0;0;0;0;0;0;0;0;0;0;2009
1787;Carmen Regina De Oliveira Carvalho;0;0;0;0;0;0;0;0;0;0;0;0;2021
1788;Tânia Regina Dantas;1;2;0;0;7;1;0;0;1;25;0;0;2009
1789;Válber Márcio De Argolo Melo;0;0;0;0;0;0;0;1;0;0;0;0;0
1790;Dalila Carla Dos Santos;0;0;0;0;0;0;0;0;0;0;0;0;2018
1791;Gustavo Joaquim Lisboa;0;0;1;2;1;1;1;0;0;3;0;0;2016
1792;Zeneide Rios De Jesus;0;0;0;0;0;0;0;0;0;0;0;0;2015
1793;Raildo Da Silva Coqueiro;11;7;5;4;4;4;3;0;0;3;0;0;2017
1794;Rosenaide Pereira Dos Reis Ramos;0;0;0;0;0;0;0;0;0;3;0;0;2011
1795;Detoubab Ndiaye;0;0;0;0;0;1;0;0;0;0;0;0;2009
1796;José Alves De Jesus;0;0;0;0;0;0;0;0;0;0;0;0;2019
1797;Vanessa da Silva Vieira;0;0;0;0;0;0;0;0;0;1;0;0;2018
1798;Lia d'Afonsêca Pedreira de Miranda;0;0;2;2;5;0;2;0;2;3;0;0;2007
1799;Sergio Ricardo Andena;3;0;0;0;0;1;0;0;0;0;0;0;2007
1800;Antonia Carlinda Cunha De Oliveira;0;0;0;0;0;0;0;0;0;0;0;0;2015
1801;Ardemirio De Barros Silva;0;0;0;1;0;0;0;0;0;0;0;0;1991
1802;Eduardo Ary Villela Marinho;1;9;4;0;0;0;0;0;2;11;0;0;2011
1803;Valter Alves Nascimento;0;0;0;0;0;0;0;0;0;0;0;0;2013
1804;Eliana do Sacramento de Almeida;0;0;1;1;2;1;0;0;0;0;0;0;0
1805;Marcos Cezar Botelho De Souza;0;0;0;0;0;0;1;0;0;3;0;0;2015
1806;Maria Jaqueline Vasconcelos;1;0;0;0;0;0;0;0;0;2;0;0;2001
1807;Ana Lícia De Santana Stopilha;0;0;0;0;0;0;0;0;0;0;0;0;2015
1808;Rogerio De Souza Bispo;0;0;0;0;0;0;0;0;0;0;0;0;2010
1809;Julieta Sobreira Góes;0;0;0;0;0;0;0;0;0;0;0;0;0
1810;Carla Rodrigues Cardoso Branco;0;0;2;0;0;0;0;0;0;0;0;0;2002
1811;Joceneide Cunha Dos Santos;0;1;1;1;0;0;0;0;0;10;0;0;2014
1812;Adriana David Ferreira Gusmão;0;1;0;1;4;0;1;0;0;4;0;0;2017
1813;Armando Luiz Andrade Peixoto;0;0;0;0;0;0;0;0;0;0;0;0;0
1814;Thais Moreira Peixoto;0;0;2;0;14;1;3;0;0;0;0;0;0
1815;Nelma Aronia Santos;0;0;0;0;0;0;0;0;0;0;0;0;2013
1816;Katharina Döring;0;0;0;0;1;0;1;0;0;9;0;0;2011
1817;Macelle Khouri Santos;0;0;0;0;0;0;0;0;0;0;0;0;2022
1818;Claudia Dias Silva;0;0;0;0;0;0;0;0;0;0;0;0;0
1819;Reginaldo De Souza Silva;0;0;0;0;0;0;0;0;0;2;0;0;2002
1820;Claudia De Alencar Serra E Sepulveda;1;0;0;2;0;0;0;0;0;0;0;0;2010
1821;Sérgio Armando Diniz Guerra;0;0;0;0;0;0;0;0;0;0;0;0;2005
1822;Antonio Augusto Caldasso Couto;0;0;0;0;0;0;0;0;0;0;0;0;2012
1823;Francisco Carlos Cardoso Da Silva;0;0;0;0;0;0;0;0;0;0;0;0;2008
1824;Rosa Maria Silva Furtado;0;0;0;0;0;0;0;0;0;0;0;0;2023
1825;Cristhiane Ferreguett;0;0;1;0;0;0;0;0;0;1;0;0;2014
1826;Vladimir Miranda Morgado;0;0;0;0;0;0;0;0;0;0;0;0;2013
1827;Ana Verena Freitas Paim;0;0;0;0;1;0;0;0;0;0;0;0;2013
1828;Iris Verena Oliveira;2;1;2;1;4;0;0;0;0;11;0;1;2014
1829;Cleuma Sueli Santos Suto;1;1;2;21;16;5;3;0;0;3;0;0;2019
1830;Ana Áurea Alécio De Oliveira Rodrigues;0;0;0;0;2;3;4;0;0;8;0;0;2015
1831;Josinéa Amparo Rocha Cristal;0;0;0;0;0;1;0;0;0;0;0;0;0
1832;Erika Dos Santos Nunes;0;1;0;1;2;1;3;2;0;7;0;0;2011
1833;Jorge Lopes Cavalcante Neto;7;4;1;5;4;0;1;0;0;4;0;1;2018
1834;Loane Márzia Lopes Costa;0;1;0;0;0;0;0;1;0;0;0;0;0
1835;Aline Santos De Brito Nascimento;0;0;0;0;0;0;0;0;0;0;0;0;2017
1836;Tadeu Bello Dos Santos;0;0;0;0;0;0;0;1;0;0;0;0;0
1837;Paulo Cesar Ribeiro Barbosa;1;4;1;0;2;0;0;0;0;9;0;0;2008
1838;Maria Almeida De Oliveira;0;0;0;0;0;0;0;0;0;0;0;0;0
1839;Consuelo De Paiva Godinho Costa;0;0;0;0;0;0;0;0;0;2;0;0;2007
1840;Aline Conceição Souza;0;0;1;0;0;0;0;0;0;0;0;0;2021
1841;André Luis Mitidieri Pereira;0;0;4;0;1;1;0;1;2;9;0;0;2008
1842;Marildo Geraldête Pereira;0;0;0;0;6;0;0;0;0;22;0;0;1998
1843;Aline Patricia Mano Araujo;2;2;0;0;1;1;1;0;0;3;0;0;2018
1844;Maria Aparecida Silva De Sousa;0;0;0;0;0;0;3;1;0;5;0;0;2008
1845;Fernanda Warken Rosa Camelier;1;0;0;1;1;2;1;3;2;6;0;0;2006
1846;Elson Cedro Mira;0;0;0;2;1;1;0;0;0;0;0;0;2013
1847;José Wildes Barbosa Dos Santos;0;0;0;0;0;0;0;0;0;1;0;0;2014
1848;Ingrid Estefania Mancia De Gutierrez;0;0;0;0;0;0;0;0;0;0;0;0;2016
1849;Juliana Alves Dos Santos;0;0;0;0;0;0;0;0;0;0;0;0;0
1850;José Francisco Da Silva Filho;0;0;0;0;1;1;0;0;0;0;0;0;2014
1851;André Luiz Simões Pedreira;0;0;0;0;0;0;0;0;0;0;0;0;2021
1852;Oriana Araujo Da Silva;0;0;0;0;0;0;0;0;0;0;0;0;2019
1853;Reinalda Souza Oliveira;0;0;0;0;0;0;0;0;0;0;0;0;2019
1854;Bruno Leonardo Gonçalves E Castro;0;1;1;0;0;0;0;1;0;0;0;0;2014
1855;Amanda Leite Novaes;0;2;1;0;0;1;2;0;0;0;0;0;0
1856;Aline Maron Setenta;0;0;0;0;0;0;0;0;0;0;0;0;2018
1857;Jader Cristino De Souza-Silva;0;0;1;0;0;0;0;0;0;8;0;0;2005
1858;Luana Caetano Thibes;0;0;0;0;0;0;0;0;0;0;0;0;0
1859;Maria Cristina Elyote Marques Santos;0;0;0;0;0;0;0;0;0;2;0;0;2014
1860;Ady Sá Teles Santana;0;0;0;0;0;0;1;0;0;0;0;0;2021
1861;Dulcinéia da Silva Adorni;0;0;0;0;0;0;0;0;0;0;0;0;2023
1862;Dilson Cerqueira da Silva;0;0;0;0;0;0;0;0;0;0;0;0;0
1863;Joel Queiroga Ferreira;0;0;0;0;0;0;0;0;0;0;0;0;1989
1864;Tadeu Cavalcante Reis;0;0;0;0;0;0;0;0;0;0;0;0;2002
1865;Carlos Henrique De Macedo;0;0;0;0;0;0;0;0;0;0;0;0;0
1866;Gil Marcelo Reuss Strenzel;0;1;0;1;2;0;0;0;2;9;0;0;2004
1867;Bráulio Carneiro Júnior;0;4;0;2;0;1;3;3;0;0;0;0;2016
1868;Alanjone Azevêdo Nascimento;0;0;0;0;0;0;0;0;0;0;0;0;0
1869;Maria Cezarela Oliveira Carvalho;0;0;0;0;0;0;2;0;0;0;0;0;0
1870;Nivaldo Vieira De Santana;0;0;0;0;1;0;0;0;0;0;0;0;2008
1871;Márcia Mineiro De Oliveira;1;1;0;2;4;1;1;0;0;0;0;0;2021
1872;Adriano Hoth Cerqueira;1;0;0;0;0;0;0;0;0;1;0;0;2001
1873;Suely Aldir Messeder;0;0;0;0;0;0;2;0;13;9;0;3;2008
1874;Francineide Santana Silva;0;0;1;0;0;0;0;0;0;0;0;0;0
1875;Halysson Frankleynyelly Dias Santos;0;0;0;0;0;1;0;0;0;13;0;0;2016
1876;José Jorge Andrade Damasceno;0;0;0;0;0;0;0;0;0;7;0;0;2009
1877;Fernanda Jordão Guimarães;0;0;0;0;0;0;0;0;0;1;0;0;2009
1878;Francisco De Sales Araújo Sousa;0;0;0;0;0;0;0;0;0;0;0;0;0
1879;Nildo Batista Mascarenhas;0;0;0;3;0;1;1;0;0;0;0;0;2018
1880;Maryângela Ribeiro De Aquino Lira Lopes;0;0;0;0;0;0;0;0;0;0;0;0;2023
1881;Joelson Pereira De Sousa;0;1;0;0;0;0;0;0;0;0;0;0;2022
1882;Viviane Briccia;0;2;0;0;1;0;2;0;0;15;0;0;2012
1883;Vagner de Souza Fonseca;33;21;7;1;5;1;0;0;0;0;0;9;2021
1884;Luciana Pereira De Oliveira Cruz;0;0;0;0;0;0;0;0;0;0;0;0;2019
1885;Léa Costa Santana Dias;0;1;0;0;0;0;0;0;0;0;0;0;2015
1886;Marcone Denys Dos Reis Nunes;0;0;0;0;0;0;0;0;0;0;0;0;2017
1887;Ana Paula Silva Da Conceição;0;2;0;1;1;1;1;0;0;12;0;0;2009
1888;Julita Maria Pereira Borges;2;2;1;1;0;0;0;0;0;1;1;0;2018
1889;Juciara Maria Oliveira Cunha;0;0;0;0;0;0;0;0;0;0;0;0;0
1890;Fabiano Nascimento De Moura;0;0;0;0;0;0;0;0;0;0;0;0;0
1891;Sônia Martins Teodoro;0;0;0;0;0;0;0;0;0;6;0;0;2001
1892;Ana Lucia Lima Marreiros Maia;0;0;0;0;0;0;0;0;0;0;0;0;2023
1893;Francisco André Sousa Lima;0;0;0;0;0;0;0;0;0;0;0;0;2020
1894;Rosália Teixeira Luz;0;0;0;0;2;1;0;0;0;0;0;0;2015
1895;Fernando Alzamora Filho;0;0;0;3;1;5;0;0;1;3;0;0;2013
1896;Gilson Alves De Santana Junior;0;0;0;0;0;1;0;0;0;0;0;0;0
1897;Kelly Cristina Ribeiro Marques Cardoso;0;0;0;1;0;1;0;0;0;0;0;0;0
1898;Rosana Da Silva Peixoto;0;0;0;0;1;0;0;0;0;0;0;0;2014
1899;Nilo Rosa Dos Santos;0;0;0;0;0;0;0;0;0;0;0;0;2005
1900;Luciano Paganucci de Queiroz;16;7;2;30;3;0;0;5;10;8;0;0;1999
1901;Celso Carlino Maria Fornari Junior;0;0;0;0;0;0;2;0;0;0;0;0;2001
1902;Gyselle Cynthia Silva Meireles Lemos;0;0;0;0;0;0;2;0;0;0;0;0;2005
1903;José Carlos De Camargo;0;1;0;0;0;0;1;0;0;0;1;0;2019
1904;Maurício José Souza Amorim;0;0;0;0;0;0;0;0;0;0;0;0;0
1905;Girleide Ribeiro Santos Cunha;0;0;0;0;0;0;0;0;0;0;0;0;0
1906;Elisângela Gonçalves da Silva;0;1;1;3;0;1;0;1;0;3;0;0;2012
1907;Sergio Fred Ribeiro Andrade;1;0;0;1;0;0;0;1;0;0;0;4;2015
1908;Marianne Costa Oliveira;0;0;0;0;0;0;0;0;0;0;0;0;2023
1909;Suzzana Alice Lima Almeida;0;1;0;1;0;0;0;0;0;0;0;0;2017
1910;Francisco Flávio Alves Felipe;0;0;0;0;0;0;0;0;0;0;0;0;0
1911;Walter Ramos Pinto Cerqueira;0;0;0;4;1;0;1;0;0;0;0;0;2012
1912;Paulo Henrique Galão;0;0;0;0;0;0;0;0;0;0;0;0;0
1913;Lucimeire Lobo De Oliveira Almeida;0;0;0;0;0;0;0;0;0;0;0;0;0
1914;Milca Ramaiane Da Silva Carvalho;0;0;2;2;2;1;0;0;0;0;0;0;2017
1915;Jocimara Souza Britto Lobão;1;4;0;0;0;1;0;0;0;0;0;0;2010
1916;Lílian Fonseca Lima;0;0;0;0;0;1;0;0;0;0;0;0;2023
1917;Irzyane Dos Santos Cazumbá;0;0;0;0;0;0;0;0;0;0;0;0;0
1918;Paulo Cézar Marques De Souza;0;0;0;0;0;0;0;0;0;0;0;0;0
1919;Rosane Moura Aguiar;0;3;0;1;0;0;1;0;1;6;1;0;2008
1920;Pedro Paulo Souza Rios;1;3;5;6;3;2;0;0;0;2;0;0;2019
1921;Jean Fernandes Barros;0;1;1;0;0;0;0;0;0;9;0;0;2008
1922;Aline Maria Dos Santos Pereira;0;0;1;0;1;1;2;0;0;0;0;0;2023
1923;Jamile Silva Silveira;0;0;0;0;0;0;0;0;0;0;0;0;0
1924;Adriano Pedreira Cattai;0;0;0;1;0;0;0;0;0;0;0;0;2021
1925;Maria Gloria Da Paz;0;0;0;0;0;0;0;0;0;0;0;0;2009
1926;Adriana Santos Tabosa;0;0;0;1;0;0;0;0;0;0;0;0;2014
1927;Luzia Aparecida Pando;0;0;0;0;0;0;0;0;0;1;0;0;2001
1928;Alarcon Matos de Oliveira;0;2;2;2;0;0;0;1;0;2;0;2;2016
1929;Valéria Argôlo Rosa De Queiroz;0;1;0;0;0;0;0;0;0;0;0;0;2023
1930;Meridiana Araujo Gonçalves;0;0;0;0;0;0;0;0;0;0;0;0;2016
1931;Anelise Costa Dos Santos Botelho;0;0;0;0;0;0;0;0;0;0;0;0;0
1932;Alex Correia Vieira;0;0;0;0;0;0;3;3;0;0;0;0;2012
1933;Ricardo Siqueira Bovendorp;4;3;8;0;0;0;0;1;3;4;0;0;2013
1934;Joceli Rocha Lima;0;0;0;0;0;0;0;0;0;0;0;0;0
1935;Marcelo Da Silva Lins;0;0;0;0;0;0;0;0;0;0;0;0;2022
1936;Adão Luiz Gomes Ornellas;0;0;0;0;0;0;0;0;0;0;0;0;0
1937;Ana Maria Oliveira Lima;0;0;0;0;0;0;0;0;0;0;0;0;0
1938;Carlos Alberto Aragão;0;0;1;0;1;1;0;1;0;6;0;0;2002
1939;Carlos Alberto Maciel Publio;0;0;0;0;0;3;1;0;0;0;0;0;2016
1940;Washington Da Silva Santos;0;1;0;2;1;0;1;0;0;0;0;0;2018
1941;Yvonnick Le Pendu;2;1;1;2;3;0;0;0;2;21;0;0;1996
1942;Flávia Mariani Barros;0;0;0;2;1;0;0;1;0;7;0;0;2008
1943;Jose Luis Caetano Da Silva;0;0;0;0;0;0;0;0;0;0;0;0;0
1944;Ana Cláudia De Oliveira Freitas;0;0;0;0;1;0;0;0;0;0;0;0;0
1945;Marcia Danielle De Sousa E Silva;0;0;0;0;0;0;1;0;0;0;0;0;0
1946;Daisy Laraine Moraes De Assis;0;0;0;0;0;0;0;0;0;0;0;0;2016
1947;Flávia Azevedo De Mattos Moura Costa;0;0;0;0;0;1;0;0;0;0;0;0;2014
1948;Camila Messias Barbosa Santos;0;0;1;0;0;0;0;0;0;0;0;0;2012
1949;Arthur Oswaldo Pereira Prado Netto;0;0;0;0;0;0;0;0;0;0;0;0;2009
1950;Tânia Regina Dos Santos Silva;1;1;1;1;0;0;0;0;0;0;0;0;1999
1951;Aline Teixeira De Matos;0;0;0;0;0;0;0;0;0;0;0;0;0
1952;Zenaide De Oliveira Novais Carneiro;1;0;9;0;0;0;0;1;0;0;0;0;2005
1953;Melquesedeck Saturnino Cabral Oliveira;0;0;0;0;0;0;0;0;0;0;0;0;0
1954;Hilda Ledoux Vargas;0;0;0;0;0;0;0;0;0;0;0;0;2015
1955;Fernando De Mello Almada Giuffrida;2;1;0;1;0;1;0;0;1;3;0;0;2008
1956;Jamilly De Oliveira Musse;0;0;1;0;10;0;3;0;0;0;0;0;2009
1957;Arnon Alves Rocha;0;0;0;0;0;0;0;0;0;0;0;0;2023
1958;Gislene Santos Almeida;0;0;0;0;0;0;0;0;0;0;0;0;0
1959;Antonete Araújo Silva Xavier;0;0;0;1;0;0;0;1;0;0;0;0;2020
1960;Elizabete Pereira Barbosa;0;0;0;1;0;2;0;0;0;0;0;0;2015
1961;Fábio Mansano De Mello;0;0;1;0;0;0;0;0;0;0;0;0;2019
1962;Alaor Maciel Junior;0;0;0;0;0;0;0;0;0;7;0;0;2006
1963;Carlos Henrique Feitosa Nogueira;0;0;0;0;0;0;0;0;0;0;0;0;2016
1964;Rita Kelly Couto Brandão Dias;0;0;0;0;1;0;0;1;0;0;0;0;2017
1965;Nubia Regina Moreira;0;3;3;2;0;0;0;1;4;23;0;0;2013
1966;Anísio Assis Filho;0;0;0;0;0;0;0;0;0;0;0;0;0
1967;Vinicius Correia Santos;0;0;0;1;0;0;0;0;0;0;0;0;2017
1968;Antônio Vieira De Andrade Neto;3;0;2;0;0;0;0;0;0;0;0;0;2005
1969;Renata Correia Assunção Spósito;0;0;0;0;0;1;0;0;0;0;1;0;2018
1970;Célia Santana Silva;0;0;0;0;0;0;1;0;0;1;0;0;2018
1971;Clara Lourido;0;0;0;0;0;0;0;0;0;0;0;0;2015
1972;Nayara Alves De Sousa;0;0;0;0;0;0;0;0;0;0;0;0;2016
1973;Dalton Longue Júnior;1;0;0;1;0;0;0;0;0;6;0;0;2013
1974;Silvio Aparecido Fonseca;0;1;0;0;1;4;0;0;0;1;0;0;2014
1975;Diana Martins Tigre;0;0;0;0;1;0;1;0;0;0;0;0;2017
1976;Adriana Maria de Abreu Barbosa;0;0;1;0;0;0;2;0;0;10;0;0;2001
1977;José Lázaro Lins Ribas;0;0;0;0;0;0;0;0;0;0;0;0;0
1978;Marcius De Almeida Gomes;0;1;0;0;0;0;0;1;0;15;0;0;2012
1979;Fábio Nunes De Jesus;0;0;0;0;0;0;0;0;0;0;0;0;2019
1980;Maria Elizabete Souza Couto;1;5;6;2;4;0;0;1;0;20;0;0;2005
1981;Luciana Sacramento Moreno Gonçalves;1;0;1;1;0;0;0;0;0;6;0;0;2014
1982;Maria De Cássia Passos Brandão Gonçalves;0;0;0;0;0;0;1;1;0;0;0;0;2019
1983;Fernando José Reis De Oliveira;0;0;0;0;0;0;0;0;0;0;0;0;2001
1984;Evandro Oliveira Andrade Segundo;2;1;0;0;0;0;0;0;0;2;0;0;2015
1985;Maria Helena Ferraz De Oliveira;0;0;0;0;0;0;0;2;0;0;0;0;0
1986;Alberto Lima Ferreira;0;0;0;0;0;0;0;0;0;0;0;0;0
1987;Pryscilla Dos Santos Ferreira Silva;0;1;0;0;0;0;0;0;0;0;0;0;2018
1988;Jaderson Silva Barbosa;0;0;0;0;0;0;0;0;0;0;0;0;0
1989;Dirceu Joaquim Costa;1;0;0;0;0;1;0;0;0;0;0;0;2009
1990;Valéria Souza Freitas;4;2;1;4;5;3;4;2;0;0;0;0;2011
1991;Jorge Chiapetti;1;1;0;0;0;0;0;0;0;0;0;0;2009
1992;Patrícia Ribeiro De Andrade;0;0;1;0;0;0;1;0;0;4;0;0;2014
1993;Robson Hebraico Cipriano Maniçoba;0;1;0;1;0;0;0;0;0;1;0;0;2012
1994;Vânia Cordeiro Da Silva;0;0;0;0;0;0;0;0;0;0;0;0;2003
1995;Elmo Maturino;0;0;0;0;0;0;0;0;0;0;0;0;0
1996;Jessica Lane Pereira Santos;0;0;0;0;3;0;0;0;0;0;0;0;0
1997;Elienai Bitencourt Batista;0;0;0;0;1;0;0;0;0;0;0;0;0
1998;Janine Marinho Dagnoni;0;0;0;0;0;0;0;0;0;0;0;0;2013
1999;Carla Borges de Andrade;0;0;0;0;0;1;0;0;0;3;0;0;2020
2000;Denise Aparecida Brito Barreto;1;3;1;4;2;0;6;0;0;26;0;0;2006
2001;Emilia De Brito Valente;0;1;1;6;2;1;0;0;3;9;0;0;2010
2002;José Miranda Oliveira Júnior;0;0;0;0;0;0;0;1;0;0;0;0;0
2003;Joanita Moura Da Silva;0;0;0;0;0;0;0;0;0;0;0;0;2019
2004;Rosembergue Valverde;1;0;0;0;0;0;0;0;0;0;0;0;1997
2005;Claudio Roberto Meira De Oliveira;0;0;0;1;0;2;0;1;0;2;0;0;2009
2006;Sandra Cristina Souza Reis Abreu;0;0;0;0;0;0;0;0;0;0;0;0;2015
2007;Inara De Oliveira Rodrigues;0;0;1;1;3;0;0;1;2;21;0;0;2000
2008;Ana Isabel Reis Nascimento;0;0;0;1;0;0;0;0;0;0;0;0;2015
2009;Suzane Tosta Souza;0;1;0;2;3;0;0;0;1;14;0;0;2008
2010;Cláudia Martins Moreira;0;0;1;0;0;0;0;0;0;3;0;0;2009
2011;Daniela Ressurreição Mascarenhas Benedini;0;0;0;0;0;0;0;0;0;0;0;0;2015
2012;Guisla Boehs;0;0;3;0;0;0;0;0;5;8;0;0;2000
2013;Elilia Camargo Rodrigues;0;0;0;0;0;0;0;0;0;0;0;0;2023
2014;Joao Carlos Teixeira Dias;2;1;1;0;0;0;0;0;11;7;4;0;2003
2015;Silvia da Silva Santos Passos;0;0;1;1;8;4;1;0;0;5;0;0;2015
2016;Virgínia Maria Góes Da Silva;0;0;0;0;0;0;0;0;0;1;0;0;2009
2017;Ana Rita Araújo Machado;0;0;0;0;0;0;0;0;0;0;0;0;2021
2018;Francisco Fábio Pinheiro De Vasconcelos;0;1;1;0;2;1;1;0;0;5;0;0;2010
2019;Silvana Oliveira Biondi;0;2;0;0;0;0;0;0;0;0;0;0;2018
2020;Tatiana Dias Silva;0;0;0;0;1;0;0;1;0;0;0;0;0
2021;Roque Pereira Da Silva;0;0;0;0;0;0;0;0;0;0;0;0;2003
2022;Jany Santos Souza Goulart;0;1;2;1;1;0;0;0;0;0;0;0;2021
2023;Norma Da Silva Lopes;0;0;3;0;0;0;0;0;0;9;0;0;2001
2024;Francyane Tavares Braga;0;0;1;1;4;0;0;0;0;7;0;0;2009
2025;Sebastião Carlos Dos Santos Carvalho;0;0;0;0;0;0;0;0;0;0;0;0;2021
2026;Fábio De Oliveira;0;0;0;0;0;0;0;0;0;0;0;0;0
2027;Carlos Roberto Guimarães;0;0;0;1;2;0;0;0;0;0;0;0;2018
2028;Dener Santos Silveira;0;0;0;0;1;0;1;0;0;0;0;0;2018
2029;Moisés Nascimento Soares;1;0;0;0;0;0;0;0;0;7;0;0;2012
2030;Orlando Freire Junior;0;0;0;0;0;0;0;0;0;0;0;0;2022
2031;Karine Brito Matos Santos;0;0;0;0;1;0;1;1;0;0;0;0;0
2032;Claudio Pinto Nunes;10;6;10;8;3;2;0;0;1;31;0;0;2010
2033;Matheus Giovanni Pires;0;0;0;0;0;1;0;0;0;0;0;0;2009
2034;Camila Macedo Lima Nagamine;0;0;1;0;0;0;1;0;0;0;0;0;2022
2035;Daíse Cardoso De Souza Bernardino;0;0;0;0;0;0;0;0;0;0;0;0;0
2036;Zina Angelica Caceres Benavides;0;2;0;2;0;0;0;0;0;7;0;0;2004
2037;Rachel De Oliveira;0;0;0;0;0;0;0;0;0;2;0;0;1996
2038;Pedro Teixeira Diamantino;0;0;0;0;0;0;0;0;0;0;0;0;0
2039;Ilma Maria Fernandes Soares;0;1;0;1;1;0;0;0;0;1;0;0;2014
2040;Rita de Cassia Antunes Lima de Paula;1;0;0;1;0;0;0;3;0;0;0;0;2018
2041;Márcia Tereza Fonseca Almeida;0;2;0;0;0;1;0;1;0;5;0;0;2014
2042;Josemare Pereira Dos Santos Pinheiro;0;0;0;0;0;0;0;0;0;9;0;0;2017
2043;Hamilton Jose Brumatto;0;0;0;0;0;0;0;0;0;0;0;0;0
2044;Zulmerinda Meira Oliveira;0;0;0;0;3;2;0;0;0;0;0;0;2019
2045;Rita Angélica De Oliveira Luz;0;0;0;0;0;0;0;0;0;0;0;0;2014
2046;Rita Lobo Freitas;0;0;0;0;0;0;0;0;0;0;0;0;2019
2047;Cristina Pungartnik;0;0;0;0;0;1;1;0;4;4;4;0;1999
2048;Cláudia Coelho Santos;0;0;0;0;0;0;0;0;0;0;0;0;2009
